"name"	"description"	"shortDescription"	"price"	"marketPrice"	"currency"	"category"	"location"	"duration"	"maxParticipants"	"minParticipants"	"image"	"images"	"isActive"	"isFeatured"	"tags"	"difficulty"	"seoTitle"	"seoDescription"	"seoKeywords"
"Visite de la Koutoubia, le Jardin Secret et la Medersa Ben Youssef"	"Venez découvrir Marrakech!
Accompagné de votre guide, vous irez durant une demi journée visiter la Mosquée de la Koutoubia, le Jardin Secret ainsi que la Medersa Ben Youssef. La visite est privée, il n’y aura que vous avec le guide.
INFORMATIONS IMPORTANTES :
-Les horaires de visites sont 10h-14h ou 14h30-18h30.
-Le tarif d’entrée des monuments ne sont pas inclus.(130dh)
-Si vous choisissez de faire cette visite le vendredi, il risque d’y avoir plus de monde que d’habitude car les entrées des monuments sont gratuits ce jour pour les marocains.
-Nous vous recommandons de choisir un jour entre le lundi et le jeudi pour pouvoir y voir tous les artisans.
-Un acompte de 10€ sera demandé via lien de paiement.
-Le point de rdv avec le guide se fera devant le café médina rouge à Jamaa Al Fna.
Programme :
-Vous commencerez par passer devant la mosquée de la Koutoubia. L’entrée est autorisée qu’aux musulmans. Le guide vous expliquera l’histoire de cette mosquée légendaire.
-Visite du Jardin Secret. Situé au cœur de la Médina, le Jardin Secret est un vrai chef d’œuvre floral.
– Visite de la Medersa Ben Youssef. Le guide vous donnera toutes les informations importantes sur cette école coranique.
"	"Venez découvrir Marrakech!"	"25"	""	"EUR"	"Activities"	"Medina"	"250 DH (25€) par personne pour la demi journée avec le guide. 4h de visite.
minimum 2 personnes
Pour toutes les visites de plus de 2 personnes : toutes les personnes en plus payeront uniquement 5€ et non 25€
Exemple : vous êtes 3, 2 payeront 25€ et la 3eme personne payera 5€, soit au total 25+25+5 = 55€ la visite"	""	""	"https://marrakechbestof.com/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-15-at-16.34.39-2.jpeg"	"https://marrakechbestof.com/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-15-at-16.34.39-2.jpeg,https://marrakechbestof.com/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-15-at-16.34.39.jpeg,https://marrakechbestof.com/wp-content/uploads/2023/11/WhatsApp-Image-2023-11-15-at-16.34.39-1.jpeg"	"TRUE"	"FALSE"	""	"Easy"	"Visite de la Koutoubia, le Jardin Secret et la Medersa Ben Youssef - Marrakech Best Of"	""	""
"Gravity Park"	"Venez découvrir le parc de loisirs de Marrakech, où vos enfants pourront s’amuser et se détendre dans une ambiance conviviale: Gravity Park.
Le lieu s’étend sur une surface de plus de 5000m2, offrant une restauration de qualité et des activités pour tous les âges: Jump, Buncker, arcades, piscine,….
INFORMATIONS IMPORTANTES :
-Le paiement se fait sur place.
-Activité réservée aux enfants uniquement.
Voir la localisation"	"Venez découvrir le parc de loisirs de Marrakech, où vos enfants pourront s’amuser et se détendre dans une ambiance conviviale: Gravity Park."	"55"	""	"EUR"	"Activities"	"Route d'Amizmiz"	"550DH (55€) par enfant."	""	""	"https://marrakechbestof.com/wp-content/uploads/2025/01/image00014-576x1024.jpeg"	"https://marrakechbestof.com/wp-content/uploads/2025/01/image00014-576x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/image00017-576x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/IMG_0001-768x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC04729-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/Capture-decran-2025-06-28-a-10.48.01-765x1024.png,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC04725-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC04729-1-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC04731-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC04733-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC04747-1024x683.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC04852-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC04863-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08339-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08342-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08352-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08361-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08373-2-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08379-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08393-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08410-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08519-683x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/DSC08524-1024x683.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/IMG_1231-768x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/IMG_1523-768x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/IMG_2968-576x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/IMG_3023-768x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/IMG_5730-768x1024.jpg,https://marrakechbestof.com/wp-content/uploads/2025/01/WhatsApp-Image-2025-06-28-at-19.42.58-1-659x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/WhatsApp-Image-2025-06-28-at-19.42.58-2-1024x577.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/image00011-768x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/image00020-768x1024.jpeg"	"TRUE"	"FALSE"	""	"Easy"	"Gravity Park - Marrakech Best Of"	""	""
"Balade en dromadaire à la Palmeraie"	"La balade en dromadaire dans la Palmeraie est une activité incontournable à faire à Marrakech.
A seulement 15 minutes du centre, vous découvrirez un endroit exceptionnel pendant une balade d’1 heure.
INFORMATIONS IMPORTANTES :
-Le transport aller/retour depuis votre logement est inclus. D’autres personnes peut être présentes durant le trajet.
– Vous pouvez réserver cette activité si vous êtes au minimum 2 personnes.
– Supplément à prévoir si votre hôtel est éloigné.
Si votre hôtel est à + de 22km de la base du partenaire de quad, voici le supplément à régler entre 2 et 6 personnes.
Vous serez bien sûr mis au courant de ce supplément dès la réservation :
Hôtel situé entre 22km à 30km de la base : 150 DH
Hôtel situé entre 31km à 40km de la base : 250 DH
Hôtel situé entre 41km à 50km de la base : 300 DH
-Le paiement se fait sur place.
Le programme :
-Le chauffeur vient vous chercher à votre logement selon l’heure choisie.
-Arrivez à la Palmeraie vous faites connaissance avec les dromadaires.
-Vous partez pour une balade d’1 heure.
-Une pause thé est proposée après la balade.
Voir la localisation"	"La balade en dromadaire dans la Palmeraie est une activité incontournable à faire à Marrakech."	"30"	""	"EUR"	"Activities"	"Palmeraie"	"-300 DH (30€) par personne
-150 DH (15€) par enfant s’ils montent avec un adulte"	""	""	"https://marrakechbestof.com/wp-content/uploads/2018/09/images-1-1.jpeg"	"https://marrakechbestof.com/wp-content/uploads/2018/09/images-1-1.jpeg,https://marrakechbestof.com/wp-content/uploads/2018/09/La_Palmeraie_de_Marrakech_709-1024x468-1024x468.jpg"	"TRUE"	"FALSE"	""	"Easy"	"Balade en dromadaire à la Palmeraie - Marrakech Best Of"	""	""
"Balade en Jeep"	"Prenez le volant d’une Jeep de collection et partez à la découverte de la région de Marrakech.
À 50 minutes du centre-ville de la ville ocre, vous pourrez découvrir des paysages splendides.
INFORMATIONS IMPORTANTES :
-Un acompte de 20% sera demandé via lien de paiement pour confirmer la réservation.
-Minimum de 2 personnes.
-Vous avez le choix entre une excursion d’une demi-journée ou d’une journée complète.
-Le déjeuner est compris dans la balade.
-Prévoyez des chaussures fermées.
-Nous vous conseillons de bien vous couvrir.
-5 ans de permis nécessaire pour les conducteurs.
-Supplément à prévoir si votre hôtel est éloigné :
Si votre hôtel est à + de 5km du centre-ville de Marrakech, un supplément de 10€ par personne sera demandé.
Programme de la demi-journée :
-Prise en charge à votre hôtel.
-Début de l’excursion à 10h: passage derrière le désert d’Agafay.
-Découverte du Plateau du Kik et pause thé.
-Direction Moulay Brahim et déjeuner.
-Retour vers 14h.
-Retour à Marrakech vers 15h.
Programme de la journée :
-Prise en charge à votre hôtel.
-Début de l’excursion à 10h: passage derrière le désert d’Agafay.
-Découverte du Plateau du Kik et pause thé.
-Poursuite de la balade vers Moulay Brahim.
-Découverte des vallées de l’Ourika et d’Oukaimeden.
-Déjeuner.
-Retour vers 16h.
-Retour à Marrakech vers 17h."	"Prenez le volant d’une Jeep de collection et partez à la découverte de la région de Marrakech."	"95"	""	"EUR"	"Activities"	"Environs de Marrakech"	"Excursion d’une demi-journée:
950DH (95€) par personne.
150DH (15€) pour les enfants.
2 adultes minimum
Excursion d’une journée:
1700DH (170€) par personne.
150DH (15€) pour les enfants.
2 adultes minimum"	""	"2"	"https://marrakechbestof.com/wp-content/uploads/2025/01/WhatsApp-Image-2025-02-12-at-10.54.17-1024x768.jpeg"	"https://marrakechbestof.com/wp-content/uploads/2025/01/WhatsApp-Image-2025-02-12-at-10.54.17-1024x768.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/WhatsApp-Image-2025-02-12-at-10.54.30-1024x768.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/WhatsApp-Image-2025-02-12-at-10.54.48-768x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/WhatsApp-Image-2025-02-12-at-10.54.53-1-1024x680.jpeg,https://marrakechbestof.com/wp-content/uploads/2025/01/WhatsApp-Image-2025-02-12-at-10.54.53-768x1024.jpeg"	"TRUE"	"FALSE"	""	"Easy"	"Balade en Jeep - Marrakech Best Of"	""	""
"Wake Board"	"Sur un lac artificiel, vous pourrez vous amuser à faire du wake board.
C’est une activité parfaite pour les enfants, les familles ou même les amis qui souhaitent s’amuser pour la journée.Plusieurs parcours sont proposés en fonction de votre niveau, vous pourrez vous entraîner au début dans un parcours spécial débutant pour ensuite accéder au grand tour.
INFORMATIONS IMPORTANTES :
-Les enfants peuvent faire du wake board à partir de 5/6 ans selon leur taille, mais doivent être accompagnés par leur parents jusqu’à 10 ans.
-Seuls les grands taxis peuvent aller jusqu’au wakeboard, de ce fait vous payerez moins cher en réservant un chauffeur avec Marrakech Best Of.
-L’activité ouvre à 12h.
Voir la localisation"	"Sur un lac artificiel, vous pourrez vous amuser à faire du wake board."	"35"	""	"EUR"	"Activities"	"Route de l'Ourika"	"Tarifs 1h de wakeboard:
350 DH (35€) par personne.
300 DH (30€) par enfant de moins de 12 ans.
Vestiaire + serviette – Forfait obligatoire: 50 DH (5€) par personne.
Tarifs 2h de wakeboard:
500 DH (50€) par personne.
450 DH (45€) par enfant de moins de 12 ans.







Vestiaire + serviette – Forfait obligatoire: 50 DH (5€) par personne."	""	""	"https://marrakechbestof.com/wp-content/uploads/2018/09/waky-marrakech.jpg"	"https://marrakechbestof.com/wp-content/uploads/2018/09/waky-marrakech.jpg,https://marrakechbestof.com/wp-content/uploads/2018/09/Wakeboard-Marrakech-Waky-Sportomaroc-15.jpg,https://marrakechbestof.com/wp-content/uploads/2018/09/waky-marrakech-1-300x150-1.jpg,https://marrakechbestof.com/wp-content/uploads/2018/09/WhatsApp-Image-2024-12-28-at-11.48.43-1024x759.jpeg"	"TRUE"	"FALSE"	""	"Easy"	"Wake Board - Marrakech Best Of"	""	""
"Quad à la Palmeraie"	"Une balade inoubliable pour découvrir la Palmeraie de Marrakech !
La palmeraie est un endroit incontournable à faire lors de votre séjour, à seulement 25 minutes du centre.
INFORMATIONS IMPORTANTES :
-Le transport aller/retour depuis votre logement est inclus. D’autres personnes peut être présentes durant le trajet.
– Vous pouvez réserver cette activité si vous êtes au minimum 2 personnes.
-Vous serez accompagné du guide uniquement. Il n’y aura pas de personnes extérieures à votre groupe.
– Supplément à prévoir si votre hôtel est éloigné :
Si votre hôtel est à + de 22km de la base du partenaire de quad, voici le supplément à régler entre 2 et 6 personnes. Vous serez bien sûr mis au courant de ce supplément dès la réservation :
Hôtel situé entre 22km à 30km de la base : 150 DH Hôtel situé entre 31km à 40km de la base : 250 DH
Hôtel situé entre 41km à 50km de la base : 300 DH
-Prévoyez des chaussures fermées.
-Le paiement se fait sur place.
Le programme :
-Le chauffeur vient vous chercher à votre logement selon l’heure choisie.
-Après 25 minutes de route, vous arrivez à la Palmeraie.
-Après explication des machines, vous partez pour une balade privée de 2h avec le guide.
-Arrêt dans un bivouac traditionnel pour une pause thé.
-Plusieurs arrêts sont proposés pour prendre des photos.

Voir la localisation"	"Une balade inoubliable pour découvrir la Palmeraie de Marrakech !"	"45"	""	"EUR"	"Activities"	"Palmeraie"	"Quad kymco 300 CC (puissance moyenne): 450 DH (45€) par personne pour un quad individuel.
Quad cf 450 CC (haute puissance): 650 DH (65€) par personne pour un quad individuel.
200 dh (20€) pour le passager."	""	""	"https://marrakechbestof.com/wp-content/uploads/2018/09/tour_img-442450-148-1024x538.jpg"	"https://marrakechbestof.com/wp-content/uploads/2018/09/tour_img-442450-148-1024x538.jpg,https://marrakechbestof.com/wp-content/uploads/2018/09/photo-1024x683.jpg"	"TRUE"	"FALSE"	""	"Easy"	"Quad à la Palmeraie - Marrakech Best Of"	""	""
"Balade à cheval au Lac Lalla Takerkoust"	"Venez faire une balade à dos de cheval pour admirer le lac Lalla Takerkoust et profiter de ses paysages.
Lors de votre balade, vous passerez à travers la forêt, le lac et les montagnes environnantes.
INFORMATIONS IMPORTANTES :
-Un acompte vous sera demandé via lien de paiement pour confirmer la réservation.
-Le transport aller-retour depuis votre logement est inclus. D’autres personnes peut être présentes durant le trajet.
-Minimum 2 personnes.
-Vous serez accompagné du guide.
-Prévoyez des chaussures fermées.
-L’activité se fait en petit groupe de 5 personnes maximum.
-Vous avez le choix entre 2 formules."	"Venez faire une balade à dos de cheval pour admirer le lac Lalla Takerkoust et profiter de ses paysages."	"79"	""	"EUR"	"Activities"	"Lac Lalla Takerkoust"	"1h de balade avec transport aller retour: 790DH (79€) par personne.
1h30 de balade avec transport aller retour: 865DH (86,50€) par personne."	""	""	"https://marrakechbestof.com/wp-content/uploads/2022/07/WhatsApp-Image-2025-02-22-at-18.36.25-1-768x1024.jpeg"	"https://marrakechbestof.com/wp-content/uploads/2022/07/WhatsApp-Image-2025-02-22-at-18.36.25-1-768x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2022/07/WhatsApp-Image-2025-02-22-at-18.36.24-1-768x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2022/07/WhatsApp-Image-2025-02-22-at-18.36.24-768x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2022/07/WhatsApp-Image-2025-02-22-at-18.36.25-2-768x1024.jpeg"	"TRUE"	"FALSE"	""	"Easy"	"Balade à cheval au Lac Lalla Takerkoust - Marrakech Best Of"	""	""
"Balade en trottinette à la Palmeraie"	"Une balade inoubliable en trottinettes pour découvrir la Palmeraie de Marrakech !
La palmeraie est un endroit incontournable à faire lors de votre séjour, à seulement 25 minutes du centre.
INFORMATIONS IMPORTANTES :
-Le transport aller/retour depuis votre logement est inclus. D’autres personnes peut être présentes durant le trajet.
-Vous pouvez réserver cette activité si vous êtes au minimum 2 personnes.
-Vous serez accompagné du guide. Vous serez maximum 8 personnes par balade.
-Il est nécessaire de mesurer 1m30 minimum.
-Supplément à prévoir si votre hôtel est éloigné :
Si votre hôtel est à + de 22km de la base du partenaire, voici le supplément à régler entre 2 et 6 personnes. Vous serez bien sûr mis au courant de ce supplément dès la réservation :
Hôtel situé entre 22km à 30km de la base : 150 DH Hôtel situé entre 31km à 40km de la base : 250 DH
Hôtel situé entre 41km à 50km de la base : 300 DH
-Prévoyez des chaussures fermées.
-Le paiement se fait sur place.
Le programme :
-Le chauffeur vient vous chercher à votre logement selon l’heure choisie.
-Après 25 minutes de route, vous arrivez à la Palmeraie.
-Après explication des machines, vous partez pour une balade de 2h avec le guide.
-Arrêt dans un bivouac traditionnel pour une pause thé.
-Plusieurs arrêts sont proposés pour prendre des photos."	"Une balade inoubliable en trottinettes pour découvrir la Palmeraie de Marrakech !"	"45"	""	"EUR"	"Activities"	"Palmeraie"	"2h de balade avec transport aller retour: 45€ par personne."	""	""	"https://marrakechbestof.com/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-28-at-15.42.40-1-1024x768.jpeg"	"https://marrakechbestof.com/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-28-at-15.42.40-1-1024x768.jpeg,https://marrakechbestof.com/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-28-at-15.43.04-768x1024.jpeg,https://marrakechbestof.com/wp-content/uploads/2024/10/WhatsApp-Image-2024-10-28-at-15.43.05-1-760x1024.jpeg"	"TRUE"	"FALSE"	""	"Easy"	"Balade en trottinette à la Palmeraie - Marrakech Best Of"	""	""
"Quad + déjeuner + accès piscine au White Camel"	"Profitez d’une magnifique journée au désert d’Agafay : l’incontournable à Marrakech.
Le désert d’Agafay est situé à 1H de route du centre. Le paysage est magnifique, ce sera une journée inoubliable.
La matinée quad sera chargée de sensations fortes puis vous profiterez d’un sublime camp pour déjeuner et pour profiter de la piscine.
Le camp The White Camel est calme, authentique et vraiment reposant.
INFORMATIONS IMPORTANTES :
-Le paiement se fait sur place, séparément auprès de chaque prestataire. Chaque personne devra régler : 70€ pour le quad, 55€ pour le camp (hors boissons), 15€ par personne pour le chauffeur retour.
-Il faudra régler chaque prestataire en espèces, en euros ou dirhams.
-Prévoyez des chaussures fermées pour le quad.
-Minimum de 2 personnes.
-Tout est compris dans cette journée, sauf les boissons.
-Supplément à partir de 200 DH (20€) pour votre groupe si votre hôtel est hors Marrakech. (+ de 10KM du centre ville)
-Le transport se fait en groupe.
-Les transporteurs vous contacteront la veille au soir sur WhatsApp.
-L’activité se fait en petit groupe
Programme de la journée :
9h ou 11h : Départ pour le quad 
Départ à 9h00 ou 11h00 de votre hôtel avec le transport (en groupe). Vous choisissez l’horaire de votre choix.
Comptez environ 1H de route
Vous démarrez ensuite 2h de balade en petit groupe avec un guide
Pause thé inclus
Le transport du quad vous dépose ensuite au camp pour le déjeuner et l’accès piscine.
Total = 700 DH (70€) par personne à régler au partenaire du quad.
Après midi piscine et déjeuner dans le camp The White Camel :
Le déjeuner comprend entrée, plat, dessert selon le menu marocain hors boissons. Vous pourrez profiter de la piscine, des transats et les serviettes sont fournies.
Total = 550 DH (55€) par personne (hors boissons) à régler au camp The White Camel.
Transport retour vers Marrakech (17h ou 19h au choix ) :
Le transport pour rentrer à Marrakech se fait en groupe.
Le chauffeur viendra vous chercher à l’heure que vous sélectionnez lors de la réservation. L’horaire ne pourra pas être changé en dernière minute.
Total = 150 DH (15€) par personne pour le transport retour"	"Profitez d’une magnifique journée au désert d’Agafay : l’incontournable à Marrakech."	"140"	""	"EUR"	"Activities"	"Désert d'Agafay"	"1400 DH (140€) par personne (minimum 2 personnes)
Les paiements se font séparément auprès de chaque prestataire. Chaque personne devra régler : 700 DH (70€) pour le quad, 550 DH (55€) pour le camp (hors boissons), 150 DH (15€) pour le chauffeur retour.
800 DH (80€) pour les enfants de 3 à 12 ans.
Les serviettes sont fournies."	""	"2"	"https://marrakechbestof.com/wp-content/uploads/2023/04/WhatsApp-Image-2023-04-10-at-13.46.56.jpeg"	"https://marrakechbestof.com/wp-content/uploads/2023/04/WhatsApp-Image-2023-04-10-at-13.46.56.jpeg,https://marrakechbestof.com/wp-content/uploads/2023/04/4A68FEC8-9BF9-4B43-BD38-FB07DFEE7CB1.jpeg,https://marrakechbestof.com/wp-content/uploads/2023/04/unnamed-9.jpeg,https://marrakechbestof.com/wp-content/uploads/2023/04/THE-WHITE-CAMEL-AGAFAY-DESERT-51-1024x683.jpeg,https://marrakechbestof.com/wp-content/uploads/2023/04/marrakech-white-camel-3-1024x652.jpeg"	"TRUE"	"FALSE"	""	"Easy"	"Quad + déjeuner + accès piscine au White Camel - Marrakech Best Of"	""	""
